date,product_name,category,quantity_sold,price,day_of_week,is_holiday,weather_condition
2023-02-08,Chicken,meat,48,1373.76,Wednesday,0,sunny
2023-02-08,Carrot,vegetable,81,348.98,Wednesday,0,sunny
2023-02-10,Carrot,vegetable,113,297.15,Friday,0,rainy
2023-02-10,Tuna,fish,45,2338.42,Friday,0,rainy
2023-02-11,Pork,meat,72,1409.18,Saturday,0,rainy
2023-02-12,Chicken,meat,101,1008.23,Sunday,0,rainy
2023-02-13,Potato,vegetable,147,192.8,Monday,0,cloudy
2023-02-13,Tomato,vegetable,131,129.55,Monday,0,cloudy
2023-02-13,Carrot,vegetable,88,308.65,Monday,0,cloudy
2023-02-14,Carrot,vegetable,83,324.57,Tuesday,0,cloudy
2023-02-14,Tuna,fish,44,1438.95,Tuesday,0,sunny
2023-02-14,Carrot,vegetable,141,214.51,Tuesday,1,sunny
2023-02-15,Tuna,fish,38,2389.53,Wednesday,0,cloudy
2023-02-16,Seer Fish,fish,33,1812.78,Thursday,0,rainy
2023-02-16,Pork,meat,45,1393.0,Thursday,0,cloudy
2023-02-16,Chicken,meat,62,1068.4,Thursday,0,sunny
2023-02-17,Beans,vegetable,80,299.04,Friday,0,rainy
2023-02-18,Chicken,meat,81,1082.5,Saturday,0,sunny
2023-02-18,Beans,vegetable,88,335.4,Saturday,0,cloudy
2023-02-19,Seer Fish,fish,34,1984.28,Sunday,0,cloudy
2023-02-19,Tuna,fish,50,1537.63,Sunday,0,cloudy
2023-02-19,Tomato,vegetable,130,309.7,Sunday,0,cloudy
2023-02-19,Carrot,vegetable,137,172.92,Sunday,0,sunny
2023-02-20,Seer Fish,fish,36,1526.52,Monday,0,rainy
2023-02-20,Tomato,vegetable,149,165.64,Monday,0,rainy
2023-02-20,Tomato,vegetable,111,242.94,Monday,0,sunny
2023-02-20,Potato,vegetable,193,308.21,Monday,1,sunny
2023-02-22,Beans,vegetable,92,101.97,Wednesday,0,cloudy
2023-02-22,Carrot,vegetable,86,335.27,Wednesday,0,sunny
2023-02-22,Tomato,vegetable,161,177.02,Wednesday,0,rainy
2023-02-22,Carrot,vegetable,89,250.1,Wednesday,0,cloudy
2023-02-23,Potato,vegetable,128,318.53,Thursday,0,sunny
2023-02-23,Seer Fish,fish,23,2376.33,Thursday,0,cloudy
2023-02-25,Carrot,vegetable,116,288.87,Saturday,0,sunny
2023-02-25,Beans,vegetable,133,171.27,Saturday,0,rainy
2023-02-25,Beans,vegetable,110,229.92,Saturday,0,sunny
2023-02-25,Tuna,fish,60,1972.08,Saturday,0,rainy
2023-02-25,Beans,vegetable,124,100.95,Saturday,0,cloudy
2023-02-25,Pork,meat,74,1214.75,Saturday,0,rainy
2023-02-25,Tomato,vegetable,230,185.95,Saturday,1,cloudy
2023-02-26,Seer Fish,fish,36,1821.72,Sunday,0,sunny
2023-02-26,Beans,vegetable,108,321.99,Sunday,0,rainy
2023-02-26,Carrot,vegetable,125,252.68,Sunday,0,sunny
2023-02-27,Pork,meat,48,998.09,Monday,0,cloudy
2023-02-27,Chicken,meat,69,852.49,Monday,0,rainy
2023-02-27,Tomato,vegetable,145,165.85,Monday,0,rainy
2023-02-27,Pork,meat,71,1260.55,Monday,1,rainy
2023-02-28,Beans,vegetable,100,229.63,Tuesday,0,rainy
2023-02-28,Beans,vegetable,114,101.47,Tuesday,0,rainy
2023-02-28,Tuna,fish,40,2188.72,Tuesday,0,rainy
2023-02-28,Tomato,vegetable,118,265.13,Tuesday,0,cloudy
2023-03-01,Tuna,fish,53,1742.46,Wednesday,0,sunny
2023-03-01,Pork,meat,65,868.97,Wednesday,0,rainy
2023-03-01,Pork,meat,62,826.46,Wednesday,0,rainy
2023-03-01,Potato,vegetable,135,232.36,Wednesday,0,sunny
2023-03-02,Beans,vegetable,95,138.18,Thursday,0,cloudy
2023-03-02,Potato,vegetable,160,129.73,Thursday,0,sunny
2023-03-02,Carrot,vegetable,87,316.76,Thursday,0,sunny
2023-03-05,Tomato,vegetable,272,197.15,Sunday,1,rainy
2023-03-05,Pork,meat,74,904.57,Sunday,0,rainy
2023-03-05,Seer Fish,fish,29,1758.47,Sunday,0,cloudy
2023-03-06,Beans,vegetable,79,186.31,Monday,0,cloudy
2023-03-06,Pork,meat,46,1140.97,Monday,0,cloudy
2023-03-07,Carrot,vegetable,93,278.08,Tuesday,0,sunny
2023-03-07,Carrot,vegetable,108,155.44,Tuesday,0,sunny
2023-03-07,Tomato,vegetable,127,147.08,Tuesday,0,cloudy
2023-03-09,Chicken,meat,56,1020.01,Thursday,0,cloudy
2023-03-09,Tomato,vegetable,164,122.11,Thursday,0,rainy
2023-03-09,Chicken,meat,80,1024.37,Thursday,0,rainy
2023-03-09,Pork,meat,44,1513.52,Thursday,0,sunny
2023-03-10,Tomato,vegetable,111,265.09,Friday,0,cloudy
2023-03-10,Carrot,vegetable,132,124.55,Friday,0,rainy
2023-03-11,Tomato,vegetable,171,310.83,Saturday,0,rainy
2023-03-11,Carrot,vegetable,131,175.07,Saturday,0,sunny
2023-03-11,Potato,vegetable,265,204.75,Saturday,1,cloudy
2023-03-11,Chicken,meat,81,1132.74,Saturday,0,sunny
2023-03-12,Pork,meat,57,1095.62,Sunday,0,cloudy
2023-03-12,Seer Fish,fish,40,2010.26,Sunday,0,sunny
2023-03-13,Pork,meat,85,802.65,Monday,1,rainy
2023-03-13,Pork,meat,61,841.69,Monday,1,sunny
2023-03-13,Seer Fish,fish,31,2022.61,Monday,0,rainy
2023-03-14,Tuna,fish,45,2384.26,Tuesday,1,sunny
2023-03-14,Tomato,vegetable,142,321.25,Tuesday,1,sunny
2023-03-14,Tuna,fish,36,2316.25,Tuesday,0,rainy
2023-03-14,Pork,meat,36,1539.13,Tuesday,0,cloudy
2023-03-14,Pork,meat,51,1377.12,Tuesday,0,rainy
2023-03-16,Beans,vegetable,69,332.01,Thursday,0,cloudy
2023-03-16,Tuna,fish,46,1904.84,Thursday,0,sunny
2023-03-17,Pork,meat,58,1204.71,Friday,0,rainy
2023-03-18,Tomato,vegetable,160,190.83,Saturday,0,cloudy
2023-03-18,Chicken,meat,81,1150.2,Saturday,0,cloudy
2023-03-19,Tuna,fish,45,2219.5,Sunday,0,cloudy
2023-03-20,Pork,meat,50,1414.6,Monday,0,rainy
2023-03-20,Carrot,vegetable,126,140.61,Monday,0,rainy
2023-03-20,Carrot,vegetable,131,163.01,Monday,0,rainy
2023-03-21,Tuna,fish,37,2129.63,Tuesday,0,sunny
2023-03-21,Carrot,vegetable,131,253.26,Tuesday,1,cloudy
2023-03-21,Beans,vegetable,72,298.23,Tuesday,0,cloudy
2023-03-21,Pork,meat,52,1077.45,Tuesday,0,cloudy
2023-03-21,Tuna,fish,47,2012.86,Tuesday,0,rainy
2023-03-22,Beans,vegetable,101,113.42,Wednesday,0,sunny
2023-03-22,Tomato,vegetable,96,325.69,Wednesday,0,cloudy
2023-03-22,Carrot,vegetable,185,149.08,Wednesday,1,rainy
2023-03-22,Tomato,vegetable,125,150.48,Wednesday,0,sunny
2023-03-22,Tomato,vegetable,102,317.63,Wednesday,0,sunny
2023-03-23,Beans,vegetable,91,199.56,Thursday,0,rainy
2023-03-23,Potato,vegetable,127,300.25,Thursday,0,cloudy
2023-03-23,Tuna,fish,39,1365.07,Thursday,0,sunny
2023-03-23,Pork,meat,47,933.53,Thursday,0,sunny
2023-03-24,Tuna,fish,43,1312.2,Friday,0,cloudy
2023-03-24,Potato,vegetable,130,290.11,Friday,0,sunny
2023-03-24,Chicken,meat,65,920.66,Friday,0,sunny
2023-03-24,Tuna,fish,65,1208.67,Friday,1,cloudy
2023-03-25,Tuna,fish,44,2388.32,Saturday,0,cloudy
2023-03-25,Seer Fish,fish,57,1274.63,Saturday,0,rainy
2023-03-25,Potato,vegetable,257,104.85,Saturday,0,rainy
2023-03-25,Potato,vegetable,188,232.04,Saturday,0,cloudy
2023-03-26,Seer Fish,fish,55,1400.87,Sunday,1,cloudy
2023-03-26,Seer Fish,fish,45,1389.39,Sunday,0,cloudy
2023-03-27,Carrot,vegetable,117,249.57,Monday,0,rainy
2023-03-28,Chicken,meat,85,1128.58,Tuesday,1,sunny
2023-03-28,Chicken,meat,60,1401.3,Tuesday,0,cloudy
2023-03-28,Seer Fish,fish,31,2242.73,Tuesday,0,sunny
2023-03-28,Chicken,meat,76,831.31,Tuesday,0,rainy
2023-03-29,Pork,meat,45,1564.13,Wednesday,0,sunny
2023-03-29,Pork,meat,69,1159.36,Wednesday,1,rainy
2023-03-29,Tomato,vegetable,134,131.17,Wednesday,0,sunny
2023-03-29,Potato,vegetable,184,304.01,Wednesday,1,cloudy
2023-03-29,Pork,meat,47,1376.06,Wednesday,0,sunny
2023-03-31,Tomato,vegetable,130,239.09,Friday,0,rainy
2023-03-31,Tomato,vegetable,129,148.61,Friday,0,cloudy
2023-04-01,Beans,vegetable,109,211.66,Saturday,0,sunny
2023-04-01,Pork,meat,65,1177.96,Saturday,0,cloudy
2023-04-02,Seer Fish,fish,45,1963.42,Sunday,0,rainy
2023-04-02,Tuna,fish,53,2222.81,Sunday,0,rainy
2023-04-02,Pork,meat,68,1084.23,Sunday,0,rainy
2023-04-02,Seer Fish,fish,35,2202.28,Sunday,0,sunny
2023-04-03,Seer Fish,fish,34,2068.28,Monday,0,rainy
2023-04-04,Tomato,vegetable,152,146.22,Tuesday,0,rainy
2023-04-04,Pork,meat,45,1100.96,Tuesday,0,sunny
2023-04-04,Pork,meat,39,1574.72,Tuesday,0,sunny
2023-04-04,Chicken,meat,68,1177.33,Tuesday,0,sunny
2023-04-05,Tuna,fish,33,2326.21,Wednesday,0,sunny
2023-04-05,Beans,vegetable,131,130.63,Wednesday,1,sunny
2023-04-06,Potato,vegetable,134,258.71,Thursday,0,sunny
2023-04-06,Tomato,vegetable,114,268.42,Thursday,0,sunny
2023-04-06,Pork,meat,53,933.05,Thursday,0,sunny
2023-04-06,Tuna,fish,34,2305.53,Thursday,0,cloudy
2023-04-06,Beans,vegetable,87,162.6,Thursday,0,cloudy
2023-04-06,Potato,vegetable,193,264.85,Thursday,1,cloudy
2023-04-06,Carrot,vegetable,132,155.4,Thursday,0,rainy
2023-04-07,Pork,meat,50,1178.26,Friday,0,rainy
2023-04-08,Chicken,meat,67,1309.77,Saturday,0,cloudy
2023-04-08,Tomato,vegetable,149,274.66,Saturday,0,sunny
2023-04-09,Seer Fish,fish,62,1252.53,Sunday,1,sunny
2023-04-09,Chicken,meat,102,992.78,Sunday,0,rainy
2023-04-10,Tomato,vegetable,150,186.29,Monday,0,rainy
2023-04-10,Potato,vegetable,133,252.81,Monday,0,sunny
2023-04-10,Beans,vegetable,76,339.05,Monday,0,cloudy
2023-04-11,Potato,vegetable,144,223.82,Tuesday,0,sunny
2023-04-11,Potato,vegetable,191,125.01,Tuesday,0,rainy
2023-04-12,Pork,meat,53,1300.41,Wednesday,0,sunny
2023-04-12,Beans,vegetable,82,221.17,Wednesday,0,sunny
2023-04-12,Tuna,fish,44,1484.52,Wednesday,0,rainy
2023-04-13,Chicken,meat,68,1358.79,Thursday,0,rainy
2023-04-14,Tomato,vegetable,226,146.21,Friday,1,rainy
2023-04-14,Pork,meat,52,1410.38,Friday,0,sunny
2023-04-14,Tomato,vegetable,152,169.49,Friday,0,rainy
2023-04-14,Potato,vegetable,120,297.18,Friday,0,cloudy
2023-04-15,Tuna,fish,53,1808.77,Saturday,0,sunny
2023-04-15,Pork,meat,60,923.64,Saturday,0,sunny
2023-04-15,Seer Fish,fish,40,1576.02,Saturday,0,sunny
2023-04-15,Seer Fish,fish,55,1655.91,Saturday,0,rainy
2023-04-15,Pork,meat,71,1234.02,Saturday,0,rainy
2023-04-16,Tuna,fish,57,1307.54,Sunday,0,cloudy
2023-04-17,Chicken,meat,56,1011.57,Monday,0,cloudy
2023-04-17,Carrot,vegetable,122,254.53,Monday,0,rainy
2023-04-17,Tomato,vegetable,103,327.81,Monday,0,cloudy
2023-04-18,Beans,vegetable,91,229.11,Tuesday,0,rainy
2023-04-18,Tomato,vegetable,115,209.51,Tuesday,0,sunny
2023-04-18,Potato,vegetable,208,319.03,Tuesday,1,rainy
2023-04-19,Tuna,fish,37,1318.33,Wednesday,0,cloudy
2023-04-19,Seer Fish,fish,36,1796.57,Wednesday,0,sunny
2023-04-19,Tomato,vegetable,98,336.41,Wednesday,0,cloudy
2023-04-19,Chicken,meat,58,1159.65,Wednesday,0,sunny
2023-04-19,Carrot,vegetable,90,310.42,Wednesday,0,sunny
2023-04-20,Beans,vegetable,98,239.04,Thursday,0,rainy
2023-04-20,Carrot,vegetable,114,252.71,Thursday,0,rainy
2023-04-21,Tomato,vegetable,145,111.63,Friday,0,cloudy
2023-04-22,Potato,vegetable,163,264.07,Saturday,0,sunny
2023-04-22,Chicken,meat,96,1316.44,Saturday,0,rainy
2023-04-23,Beans,vegetable,134,156.95,Sunday,0,rainy
2023-04-23,Seer Fish,fish,38,1643.5,Sunday,0,cloudy
2023-04-24,Beans,vegetable,57,340.14,Monday,0,cloudy
2023-04-24,Carrot,vegetable,94,242.28,Monday,0,cloudy
2023-04-24,Potato,vegetable,131,254.43,Monday,0,cloudy
2023-04-25,Tuna,fish,45,2194.53,Tuesday,1,sunny
2023-04-26,Beans,vegetable,88,219.66,Wednesday,0,rainy
2023-04-26,Chicken,meat,59,1356.94,Wednesday,0,sunny
2023-04-26,Beans,vegetable,110,140.62,Wednesday,0,rainy
2023-04-26,Tuna,fish,47,1491.66,Wednesday,0,sunny
2023-04-27,Beans,vegetable,92,185.34,Thursday,0,cloudy
2023-04-27,Beans,vegetable,90,207.48,Thursday,0,cloudy
2023-04-27,Beans,vegetable,80,188.0,Thursday,0,sunny
2023-04-28,Tuna,fish,41,2219.02,Friday,0,cloudy
2023-04-28,Chicken,meat,57,1571.78,Friday,0,sunny
2023-04-29,Seer Fish,fish,38,2221.5,Saturday,0,sunny
2023-04-29,Tomato,vegetable,199,211.08,Saturday,0,rainy
2023-04-30,Carrot,vegetable,141,116.89,Sunday,0,sunny
2023-04-30,Tuna,fish,64,1406.08,Sunday,0,cloudy
2023-04-30,Carrot,vegetable,132,276.32,Sunday,0,sunny
2023-04-30,Pork,meat,55,1373.53,Sunday,0,cloudy
2023-05-01,Chicken,meat,59,1489.6,Monday,0,sunny
2023-05-01,Potato,vegetable,109,328.61,Monday,0,cloudy
2023-05-01,Tuna,fish,38,2062.3,Monday,0,rainy
2023-05-01,Potato,vegetable,153,113.42,Monday,0,cloudy
2023-05-01,Pork,meat,53,1164.35,Monday,0,sunny
2023-05-01,Tuna,fish,53,1602.01,Monday,0,cloudy
2023-05-02,Potato,vegetable,151,286.31,Tuesday,0,rainy
2023-05-02,Tomato,vegetable,149,212.53,Tuesday,0,rainy
2023-05-02,Seer Fish,fish,46,1632.28,Tuesday,0,rainy
2023-05-02,Chicken,meat,52,1054.08,Tuesday,0,cloudy
2023-05-02,Pork,meat,43,1117.32,Tuesday,0,cloudy
2023-05-03,Seer Fish,fish,30,1299.16,Wednesday,0,cloudy
2023-05-03,Chicken,meat,68,1115.85,Wednesday,0,sunny
2023-05-04,Chicken,meat,63,1569.9,Thursday,0,sunny
2023-05-04,Potato,vegetable,155,178.91,Thursday,0,cloudy
2023-05-05,Tuna,fish,45,1486.13,Friday,0,cloudy
2023-05-05,Beans,vegetable,80,183.36,Friday,0,sunny
2023-05-05,Tuna,fish,33,1685.47,Friday,0,sunny
2023-05-06,Beans,vegetable,125,182.32,Saturday,0,rainy
2023-05-06,Potato,vegetable,168,277.46,Saturday,0,cloudy
2023-05-07,Potato,vegetable,241,127.58,Sunday,0,rainy
2023-05-07,Carrot,vegetable,128,349.21,Sunday,0,rainy
2023-05-08,Seer Fish,fish,31,2020.78,Monday,0,rainy
2023-05-08,Seer Fish,fish,43,2369.43,Monday,1,rainy
2023-05-08,Tomato,vegetable,134,119.7,Monday,0,cloudy
2023-05-09,Carrot,vegetable,96,253.61,Tuesday,0,cloudy
2023-05-09,Pork,meat,60,1329.62,Tuesday,1,cloudy
2023-05-09,Beans,vegetable,75,260.58,Tuesday,0,cloudy
2023-05-09,Chicken,meat,66,809.28,Tuesday,0,sunny
2023-05-09,Chicken,meat,81,1327.8,Tuesday,1,sunny
2023-05-09,Seer Fish,fish,22,1408.41,Tuesday,0,sunny
2023-05-10,Chicken,meat,77,1075.3,Wednesday,0,cloudy
2023-05-10,Pork,meat,52,885.27,Wednesday,0,rainy
2023-05-10,Potato,vegetable,139,267.36,Wednesday,0,sunny
2023-05-10,Carrot,vegetable,131,111.38,Wednesday,0,rainy
2023-05-10,Chicken,meat,58,1221.39,Wednesday,0,sunny
2023-05-10,Carrot,vegetable,106,188.85,Wednesday,0,cloudy
2023-05-11,Carrot,vegetable,85,333.39,Thursday,0,cloudy
2023-05-11,Carrot,vegetable,100,246.13,Thursday,0,cloudy
2023-05-12,Chicken,meat,64,1350.44,Friday,0,sunny
2023-05-13,Tomato,vegetable,179,258.37,Saturday,0,rainy
2023-05-13,Chicken,meat,87,959.59,Saturday,0,sunny
2023-05-13,Pork,meat,71,1490.62,Saturday,0,rainy
2023-05-14,Potato,vegetable,188,330.1,Sunday,0,rainy
2023-05-14,Tomato,vegetable,144,264.1,Sunday,0,cloudy
2023-05-14,Seer Fish,fish,47,1709.77,Sunday,0,sunny
2023-05-14,Tomato,vegetable,167,298.16,Sunday,0,rainy
2023-05-14,Carrot,vegetable,146,140.4,Sunday,0,cloudy
2023-05-14,Pork,meat,57,1047.81,Sunday,0,cloudy
2023-05-15,Carrot,vegetable,109,209.53,Monday,0,sunny
2023-05-15,Tuna,fish,42,1629.89,Monday,0,cloudy
2023-05-15,Beans,vegetable,78,288.07,Monday,0,sunny
2023-05-15,Tuna,fish,45,1775.42,Monday,0,rainy
2023-05-15,Tomato,vegetable,133,138.56,Monday,0,cloudy
2023-05-15,Seer Fish,fish,36,2291.55,Monday,0,rainy
2023-05-16,Potato,vegetable,186,160.75,Tuesday,0,rainy
2023-05-16,Potato,vegetable,154,186.68,Tuesday,0,cloudy
2023-05-17,Carrot,vegetable,141,143.37,Wednesday,0,rainy
2023-05-17,Tuna,fish,40,1930.54,Wednesday,0,sunny
2023-05-17,Beans,vegetable,79,143.83,Wednesday,0,cloudy
2023-05-17,Carrot,vegetable,91,318.35,Wednesday,0,sunny
2023-05-17,Beans,vegetable,148,129.66,Wednesday,1,rainy
2023-05-18,Seer Fish,fish,22,2033.54,Thursday,0,cloudy
2023-05-18,Carrot,vegetable,99,343.55,Thursday,0,rainy
2023-05-18,Beans,vegetable,89,129.47,Thursday,0,sunny
2023-05-19,Carrot,vegetable,165,101.64,Friday,1,sunny
2023-05-19,Seer Fish,fish,40,2059.25,Friday,1,sunny
2023-05-19,Tuna,fish,35,1408.48,Friday,0,sunny
2023-05-20,Potato,vegetable,210,122.61,Saturday,0,sunny
2023-05-21,Carrot,vegetable,167,172.36,Sunday,0,rainy
2023-05-21,Pork,meat,96,1074.14,Sunday,1,rainy
2023-05-21,Chicken,meat,77,954.61,Sunday,0,sunny
2023-05-22,Chicken,meat,65,1062.93,Monday,0,cloudy
2023-05-22,Pork,meat,45,1490.07,Monday,0,cloudy
2023-05-22,Carrot,vegetable,101,191.77,Monday,0,sunny
2023-05-22,Seer Fish,fish,20,2097.38,Monday,0,cloudy
2023-05-23,Pork,meat,44,1432.3,Tuesday,0,cloudy
2023-05-23,Chicken,meat,76,1581.79,Tuesday,1,cloudy
2023-05-23,Tuna,fish,37,2108.49,Tuesday,0,rainy
2023-05-23,Seer Fish,fish,28,2012.04,Tuesday,0,sunny
2023-05-23,Potato,vegetable,149,322.43,Tuesday,0,rainy
2023-05-24,Potato,vegetable,183,180.9,Wednesday,0,rainy
2023-05-24,Carrot,vegetable,92,319.57,Wednesday,0,cloudy
2023-05-24,Tuna,fish,43,1431.71,Wednesday,0,cloudy
2023-05-24,Pork,meat,59,1010.59,Wednesday,0,sunny
2023-05-25,Seer Fish,fish,41,1260.73,Thursday,1,cloudy
2023-05-25,Carrot,vegetable,117,243.52,Thursday,0,rainy
2023-05-25,Pork,meat,48,1488.11,Thursday,0,rainy
2023-05-25,Seer Fish,fish,37,1250.13,Thursday,0,rainy
2023-05-26,Chicken,meat,79,947.19,Friday,0,rainy
2023-05-26,Beans,vegetable,83,177.97,Friday,0,sunny
2023-05-26,Carrot,vegetable,127,210.1,Friday,0,rainy
2023-05-26,Carrot,vegetable,108,129.21,Friday,0,sunny
2023-05-27,Pork,meat,66,856.45,Saturday,0,cloudy
2023-05-27,Carrot,vegetable,203,287.18,Saturday,1,rainy
2023-05-27,Beans,vegetable,96,315.6,Saturday,0,sunny
2023-05-28,Carrot,vegetable,128,207.31,Sunday,0,sunny
2023-05-28,Beans,vegetable,114,315.37,Sunday,0,rainy
2023-05-28,Potato,vegetable,187,328.69,Sunday,0,rainy
2023-05-29,Tomato,vegetable,247,102.97,Monday,1,rainy
2023-05-29,Chicken,meat,90,1312.46,Monday,1,rainy
2023-05-30,Beans,vegetable,89,215.26,Tuesday,0,rainy
2023-05-30,Chicken,meat,72,1178.39,Tuesday,0,rainy
2023-05-30,Carrot,vegetable,85,337.2,Tuesday,0,sunny
2023-05-30,Pork,meat,44,1018.92,Tuesday,0,sunny
